seed,step,link,condition,is_under_attack,selected_kem,selected_sig,security_level,alert_level,action_taken,latency_ratio
0,58,HF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,1.0
0,58,UHF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,0.9294789766045248
0,58,SATCOM,Without_Detector,False,ML-KEM-768,ML-DSA-87,3,CLEAR,ALLOW,0.13676603378789232
0,59,VLF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,1.0
0,59,HF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,1.0
0,59,UHF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,0.979340981088725
0,59,SATCOM,Without_Detector,False,ML-KEM-1024,ML-DSA-87,5,CLEAR,ALLOW,0.14929389204626173
0,60,VLF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,1.0
0,60,HF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,1.0
0,60,UHF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,0.9298046503225688
0,60,SATCOM,Without_Detector,False,ML-KEM-1024,ML-DSA-87,5,CLEAR,ALLOW,0.14609467007820925
0,61,VLF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,1.0
0,61,HF,Without_Detector,False,ML-KEM-512,ML-DSA-44,1,CLEAR,ALLOW,1.0
